Nome,Versão,Nota,Posição Primaria,Posição Secundaria,Valor,Variação de Preço P+ou-,Liga,País,Clube,Skills,Perna Ruim,Tendencia ATK/DEF,Ritmo,Chute,Passe,Drible,Defesa,Fisico
Guruzeta,IF,83,ST,CF,35750,2.72%,LALIGA EA SPORTS,Spain,Athletic Club,3,4,H \ M,80,84,75,83,50,80
Isaiah Jones,IF,83,RM,"RWB,RB,RW",33000,,EFL Championship,England,Middlesbrough,3,4,H \ M,90,70,76,83,75,72
Philip Zinckernagel,IF,83,RM,"CAM,RW,LW",31000,6.06%,1A Pro League,Denmark,Club Brugge,4,3,H \ M,91,80,81,85,52,79
Cyril Ngonge,IF,83,CAM,"CF,RW,ST",43250,6.06%,Serie A TIM,Belgium,Hellas Verona,4,4,H \ L,90,83,76,85,47,79
Arnau Tenas Ureña,IF,83,GK,,35000,4.11%,Ligue 1 Uber Eats,Spain,Paris SG,1,2,M \ M,83,84,87,85,58,82
Ferdy Druijf,IF,83,ST,"CAM,CF",34000,,Eredivisie,Holland,PEC Zwolle,2,3,M \ M,80,85,84,83,50,89
Ramos García,Rare,83,CB,,1100,8.33%,LALIGA EA SPORTS,Spain,Sevilla FC,3,3,H \ M,57,69,73,70,83,76
Patrick Mainka,IF,83,CB,,32500,1.52%,Bundesliga,Germany,Heidenheim,2,3,L \ M,75,50,61,63,85,89
Rodrigo Martins Gomes,IF,83,RM,"CAM,RW,LW",31750,4.51%,Liga Portugal,Portugal,Estoril Praia,3,3,H \ L,94,76,73,87,67,66
Arola Aparicio Vázquez,IF,83,RW,"RWB,RB,RM",33750,,Liga F,Spain,Sevilla FC,2,2,M \ M,85,67,79,81,83,76
Junior Dina Ebimbe,IF,83,LWB,"LB,RM,CM",33000,2.22%,Bundesliga,France,Frankfurt,3,3,M \ M,91,70,80,83,79,84
Cristhian Stuani,IF,83,ST,CF,32000,,LALIGA EA SPORTS,Uruguay,Girona FC,4,3,H \ L,76,86,78,79,55,90
Callum O'Hare,IF,83,CAM,CF,31750,4.51%,EFL Championship,England,Coventry City,3,3,H \ H,86,73,80,88,74,76
Rui F. da Cunha Correia,IF,83,CM,,33000,,PKO BP Ekstraklasa,Portugal,Jagiellonia,3,3,M \ M,80,80,80,82,80,88
Takuma Asano,IF,83,RW,"RM,CAM",30750,8.21%,Bundesliga,Japan,VfL Bochum,3,4,M \ M,93,74,68,84,38,74
Emmanuel Sabbi,IF,83,LM,"RW,ST,LW",30500,4.69%,Ligue 1 Uber Eats,United States,Havre AC,4,4,H \ L,93,77,72,86,54,75
Ismael Saibari,IF,83,CM,"RM,RW",29000,7.94%,Eredivisie,Morocco,PSV,4,4,M \ M,89,79,79,85,56,85
Kevin Mac Allister,IF,83,CB,RB,29250,7.14%,1A Pro League,Argentina,R. Union St.-G.,2,3,H \ H,82,61,69,80,82,86
André Luís Silva de Aguiar,IF,83,ST,CF,29750,4.03%,Liga Portugal,Brazil,Moreirense FC,3,3,M \ M,83,84,65,82,38,84
Lena Ostermeier,IF,83,LB,"CB,LWB",29000,,GPFBL,Germany,SGS Essen,2,2,M \ H,73,60,77,79,85,83
Finn Azaz,IF,83,CM,"RM,LM,RW",30500,1.61%,EFL Championship,Republic of Ireland,Plymouth Argyle,3,4,H \ M,88,78,80,83,71,82
Rafael Mújica García,IF,83,ST,CF,31500,1.56%,Liga Portugal,Spain,Arouca,3,3,M \ M,83,86,75,85,47,81
Joel Vieira Pereira,IF,83,RB,RWB,30000,4.76%,PKO BP Ekstraklasa,Portugal,Lech Poznań,2,3,H \ M,86,54,80,80,77,79
Esperanza Pizarro,IF,83,CM,"LM,LW",28000,9.68%,Liga F,Uruguay,SD Eibar,3,2,M \ L,83,84,83,84,66,79
Michy Batshuayi,IF,83,ST,CF,28250,,Trendyol Süper Lig,Belgium,Fenerbahçe,4,5,H \ M,84,85,70,83,43,85
Kamory Doumbia,IF,83,CAM,,28500,,Ligue 1 Uber Eats,Mali,Stade Brestois 29,3,3,M \ M,84,78,83,85,72,73
Merih Demiral,IF,83,CB,,27500,3.51%,ROSHN Saudi League,Turkey,Al Ahli,2,2,M \ H,80,46,54,67,85,86
Yann Aurel Bisseck,IF,83,CB,,28000,1.75%,Serie A TIM,Germany,Inter,2,3,H \ H,82,60,71,79,83,89
Ignasi Vilarrasa Palacios,IF,83,LB,"LWB,LM",27750,0.89%,LALIGA HYPERMOTION,Spain,SD Huesca,2,3,M \ M,85,54,67,75,84,83
Angelo Stiller,IF,83,CM,CDM,28000,,Bundesliga,Germany,VfB Stuttgart,3,3,M \ M,75,71,84,83,80,78
Igor Thiago Rodrigues,IF,83,ST,CF,28250,,1A Pro League,Brazil,Club Brugge,2,3,M \ M,89,83,63,78,38,85
Juninho Bacuna,IF,83,LM,"CDM,CM,LW",28000,,EFL Championship,Curaçao,Birmingham City,4,4,M \ M,87,82,83,86,78,88
Wilson Odobert,IF,83,LM,"RM,LW",27750,0.89%,Premier League,France,Burnley,3,4,M \ M,89,83,76,85,45,60
Chris Wood,IF,83,ST,CF,28000,0.89%,Premier League,New Zealand,Nott'm Forest,2,3,M \ M,70,85,70,80,50,87
Theo Bair,IF,83,ST,CF,27500,,cinch Prem,Canada,Motherwell,2,3,M \ M,90,83,65,82,51,87
Tatsuhiro Sakamoto,IF,83,RM,"RWB,RB,RW",27500,,EFL Championship,Japan,Coventry City,3,4,H \ H,89,77,78,85,76,78
Cole Palmer,IF,83,CAM,RW,28000,,Premier League,England,Chelsea,4,3,M \ M,88,83,81,87,63,75
Martín Payero,IF,83,CM,,28000,,Serie A TIM,Argentina,Udinese,3,2,M \ L,84,76,83,86,75,83
Marvin Johnson,IF,83,LB,"LWB,LM",27750,,EFL Championship,England,Sheffield Wed,3,3,H \ M,90,78,80,83,76,84
Adem Zorgane,IF,83,CM,CDM,27500,1.79%,1A Pro League,Algeria,Sp. Charleroi,3,5,H \ H,70,80,83,83,77,89
Sheila Guijarro Gómez,IF,83,ST,CF,27500,,Liga F,Spain,Atlético de Madrid,4,3,H \ M,87,86,81,83,64,80
Loureiro da Costa,IF,83,RWB,RB,28000,,Liga Portugal,Portugal,Rio Ave FC,2,3,M \ H,82,62,71,79,83,85
Matt O'Riley,IF,83,CM,CDM,28000,,cinch Prem,Denmark,Celtic,4,3,H \ M,78,76,82,81,75,80
Nuno da Costa,IF,83,ST,CF,27750,,Trendyol Süper Lig,Cape Verde Islands,Kasımpaşa,3,4,M \ M,90,83,75,84,38,77
Viktor Gyökeres,IF,83,ST,CF,27500,,Liga Portugal,Sweden,Sporting CP,3,3,H \ M,88,83,73,85,40,93
Bryan Zaragoza Martínez,IF,83,RM,"CAM,LW",27750,,LALIGA EA SPORTS,Spain,Granada CF,3,4,H \ M,90,83,80,85,46,59
Abdülkerim Bardakci,IF,83,CB,,27750,,Trendyol Süper Lig,Turkey,Galatasaray,2,2,H \ H,72,40,72,73,85,89
Sergio Camello Pérez,IF,83,ST,CF,27500,1.79%,LALIGA EA SPORTS,Spain,Rayo Vallecano,4,4,M \ M,81,85,77,86,37,68
Christopher Opéri,IF,83,LB,LWB,27500,,Ligue 1 Uber Eats,Côte d'Ivoire,Havre AC,2,3,H \ M,89,65,76,82,78,83
Marcus Rohdén,IF,83,CM,RM,27000,,Trendyol Süper Lig,Sweden,Karagümrük SK,3,4,H \ M,86,79,80,83,74,87
Kirian Rodríguez,IF,83,CM,"CDM,CAM",25500,5.56%,LALIGA EA SPORTS,Spain,UD Las Palmas,3,3,M \ M,75,74,82,85,70,83
Rasmus Højlund,IF,83,ST,CF,27500,,Premier League,Denmark,Manchester Utd,3,3,M \ H,92,83,63,81,37,85
Manfred Ugalde,IF,83,ST,CF,25000,5.66%,Eredivisie,Costa Rica,FC Twente,3,4,M \ M,85,84,72,84,42,64
Adam Armstrong,IF,83,RW,"RM,ST,LW",27000,,EFL Championship,England,Southampton,3,4,H \ L,89,84,78,83,47,79
Jordan Pickford,normal,82,GK,,800,,Premier League,England,Everton,1,4,M \ M,83,77,87,87,51,80
Callum Wilson,normal,82,ST,CF,750,,Premier League,England,Newcastle Utd,3,3,H \ M,80,82,67,79,42,76
Yui Hasegawa,normal,82,CDM,"CM,CAM",800,,Barclays WSL,Japan,Manchester City,4,4,M \ M,78,71,82,86,78,52
Cristian Romero,normal,82,CB,,800,,Premier League,Argentina,Spurs,3,2,M \ H,70,46,59,66,84,80
Rodrigo Bentancur,normal,82,CM,CDM,750,,Premier League,Uruguay,Spurs,4,4,M \ H,70,67,81,83,79,77
Guglielmo Vicario,normal,82,GK,,800,,Premier League,Italy,Spurs,1,1,M \ M,83,81,79,85,34,83
Manuela Vanegas,normal,82,CB,,900,5.26%,Liga F,Colombia,Real Sociedad,2,2,M \ H,77,63,73,71,82,78
Carvajal,normal,82,RB,RWB,750,5.26%,LALIGA EA SPORTS,Spain,Real Madrid,3,3,M \ M,82,54,76,79,77,79
Ferland Mendy,normal,82,LB,LWB,4000,,LALIGA EA SPORTS,France,Real Madrid,4,5,H \ H,92,64,76,77,77,86
Camavinga,normal,82,CDM,"LB,CM",800,5.88%,LALIGA EA SPORTS,France,Real Madrid,4,3,H \ H,79,66,80,82,76,80
Joselu,normal,82,ST,CF,800,,LALIGA EA SPORTS,Spain,Real Madrid,3,3,H \ M,63,84,69,74,33,77
Édouard Mendy,normal,82,GK,,750,6.25%,ROSHN Saudi League,Senegal,Al Ahli,1,2,M \ M,80,79,81,83,34,81
Kessié,normal,82,CDM,CM,850,6.25%,ROSHN Saudi League,Côte d'Ivoire,Al Ahli,3,4,H \ H,79,76,74,79,81,87
Seko Fofana,normal,82,CM,,800,6.25%,ROSHN Saudi League,Côte d'Ivoire,Al Nassr,4,4,H \ H,71,77,76,80,73,86
Otávio,normal,82,RM,"LM,RW",800,6.25%,ROSHN Saudi League,Portugal,Al Nassr,4,3,H \ H,78,70,81,85,66,74
Roberto Firmino,normal,82,CF,ST,750,6.25%,ROSHN Saudi League,Brazil,Al Ahli,5,4,H \ H,70,77,79,87,58,77
Mario Hermoso,normal,82,CB,,750,6.25%,LALIGA EA SPORTS,Spain,Atlético de Madrid,2,3,M \ H,75,49,74,71,82,79
Ángel Correa,normal,82,ST,"RM,CF",900,5.26%,LALIGA EA SPORTS,Argentina,Atlético de Madrid,4,4,H \ M,85,84,77,86,50,75
Stefan Savić,normal,82,CB,,800,5.26%,LALIGA EA SPORTS,Montenegro,Atlético de Madrid,2,3,M \ H,64,35,57,57,85,80
Thomas Lemar,normal,82,CM,LM,750,6.25%,LALIGA EA SPORTS,France,Atlético de Madrid,4,3,H \ H,82,78,83,86,67,65
Nahuel Molina,normal,82,RB,"RWB,RM",800,6.25%,LALIGA EA SPORTS,Argentina,Atlético de Madrid,3,3,H \ H,85,67,76,79,78,71
Javi Galán,normal,82,LB,LWB,750,6.25%,LALIGA EA SPORTS,Spain,Atlético de Madrid,4,2,H \ M,81,56,77,83,79,72
Nicole Billa,normal,82,ST,CF,750,6.25%,GPFBL,Austria,TSG Hoffenheim,3,3,H \ M,82,83,68,82,42,80
Donyell Malen,normal,82,RM,"RW,ST",10000,6.25%,Bundesliga,Holland,Borussia Dortmund,4,4,H \ M,89,80,73,85,35,73
Presnel Kimpembe,normal,82,CB,,1000,,Ligue 1 Uber Eats,France,Paris SG,2,3,M \ H,79,43,68,69,81,86
Nuno Mendes,normal,82,LB,LWB,850,5.56%,Ligue 1 Uber Eats,Portugal,Paris SG,3,4,H \ M,89,58,75,80,77,76
Anthony Lopes,normal,82,GK,,750,6.25%,Ligue 1 Uber Eats,Portugal,OL,1,2,M \ M,84,77,71,86,63,80
Manuel Akanji,normal,82,CB,,750,6.25%,Premier League,Switzerland,Manchester City,2,4,M \ M,77,48,70,72,83,78
Robert Andrich,normal,82,CDM,CM,750,6.25%,Bundesliga,Germany,Leverkusen,3,4,H \ H,57,76,76,73,81,85
Joelinton,normal,82,CM,LW,800,11.11%,Premier League,Brazil,Newcastle Utd,3,3,H \ H,78,71,76,82,81,88
Ramona Bachmann,normal,82,LW,"LM,ST",850,10.53%,D1 Arkema,Switzerland,Paris SG,3,3,H \ M,71,81,78,83,53,78
Sandy Baltimore,normal,82,RW,"RM,LW",750,10.53%,D1 Arkema,France,Paris SG,3,2,M \ M,84,70,85,84,64,69
Lineth Beerensteyn,normal,82,LW,"LM,RW,ST",800,5.88%,Calcio A Femminile,Holland,Juventus,4,2,H \ H,89,79,71,86,52,75
Alana Cook,normal,82,CB,,850,,NWSL,United States,OL Reign,3,3,M \ H,54,42,59,61,85,79
Ricardo Horta,normal,82,CAM,"CF,ST",750,,Liga Portugal,Portugal,SC Braga,3,3,H \ H,80,83,80,80,43,70
Kenza Dali,normal,82,CM,CAM,750,6.25%,Barclays WSL,France,Aston Villa,4,3,H \ M,72,79,82,85,68,71
Stefan de Vrij,normal,82,CB,,750,6.25%,Serie A TIM,Holland,Inter,2,3,M \ H,64,41,64,69,84,76
Boulaye Dia,normal,82,ST,"CF,LW",750,6.25%,Serie A TIM,Senegal,Salernitana,3,3,H \ M,82,81,62,81,27,77
Vanessa DiBernardo,normal,82,CM,CDM,750,6.25%,NWSL,United States,KC Current,4,3,M \ M,75,76,78,83,65,73
Federico Dimarco,normal,82,LWB,"CB,LB,LM",950,,Serie A TIM,Italy,Inter,3,2,H \ M,79,71,80,79,74,71
Damaris Berta Egurrola Wienke,normal,82,CDM,CM,800,,D1 Arkema,Holland,OL,3,3,H \ H,61,60,81,76,79,78
Nerea Eizagirre Lasa,normal,82,LW,"LM,CAM",750,,Liga F,Spain,Real Sociedad,4,3,H \ M,79,82,79,85,63,66
Youssef En-Nesyri,normal,82,ST,CF,750,,LALIGA EA SPORTS,Morocco,Sevilla FC,3,3,H \ H,81,82,63,76,36,79
Jun Endo,normal,82,LM,LW,750,,NWSL,Japan,Angel City FC,4,3,H \ M,86,77,75,81,45,70
Ingrid Syrstad Engen,normal,82,CDM,CM,800,,Liga F,Norway,FC Barcelona,3,3,M \ H,63,62,78,76,82,73
Bethany England,normal,82,ST,CF,850,,Barclays WSL,England,Spurs,3,4,H \ L,66,84,67,77,40,72
Julie Ertz,normal,82,CDM,CB,0,,NWSL,United States,Angel City FC,3,3,M \ H,71,66,76,74,84,79
Paula Fernández Jiménez,normal,82,CM,CAM,850,,Liga F,Spain,Levante UD,3,3,H \ M,77,76,80,79,76,78
Mark Flekken,normal,82,GK,,800,,Premier League,Holland,Brentford,1,4,M \ M,81,74,83,85,31,81
Gabriela García,normal,82,CDM,CM,800,,Liga F,Venezuela,Atlético de Madrid,3,3,H \ H,69,82,78,81,80,84
David García,normal,82,CB,,800,,LALIGA EA SPORTS,Spain,CA Osasuna,2,3,M \ M,59,37,66,65,83,77
Gayà,normal,82,LB,LWB,750,,LALIGA EA SPORTS,Spain,Valencia CF,4,3,H \ M,81,61,77,79,78,74
Olivier Giroud,normal,82,ST,CF,2600,13.33%,Serie A TIM,France,Milan,3,3,M \ M,43,83,74,74,42,80
Mario Götze,normal,82,CAM,"LM,CF",750,13.33%,Bundesliga,Germany,Frankfurt,4,4,M \ M,63,75,83,85,55,71
Théa Gréboval,normal,82,CB,,750,13.33%,D1 Arkema,France,Paris FC,2,3,M \ M,64,58,72,64,83,79
Vincenzo Grifo,normal,82,LM,"CAM,CF,LW",800,,Bundesliga,Italy,SC Freiburg,4,2,M \ M,71,80,83,81,40,64
Guerreiro,normal,82,LB,"LWB,CM,LM",800,,Bundesliga,Portugal,FC Bayern München,4,2,H \ L,65,78,85,88,76,55
Joško Gvardiol,normal,82,CB,LB,1000,,Premier League,Croatia,Manchester City,3,4,H \ H,78,54,69,74,82,83
Chantal Hagel,normal,82,CM,LM,750,,GPFBL,Germany,VfL Wolfsburg,3,3,H \ M,59,79,78,80,73,78
Ashley Hatch,normal,82,ST,"CAM,CF",750,,NWSL,United States,Washington Spirit,4,4,H \ M,70,84,72,80,46,69
